'id';'servings';'type';'log_date';'food';'user_id';'mood';'weight';'protein';'cals';'fat';'carbs'
'37234';'3';'breakfast_drink';'2017-05-10 00:00:00.000000';'BEVERAGES,STRAWBERRY-FLAVOR BEV MIX,PDR,PREP W/ WHL MILK';'14';'motivated';'221';'3';'88';'3';'12'
'37235';'2';'lunch';'2017-05-10 00:00:00.000000';'BURGER KING,DOUBLE WHOPPER,NO CHS';'14';'ambivalent';'221';'14';'252';'16';'14'
'37236';'1';'lunch_drink';'2017-05-10 00:00:00.000000';'BEVERAGES,CARB,GINGER ALE';'14';'ambivalent';'221';'0';'34';'0';'9'
'37237';'1';'dinner_drink';'2017-05-10 00:00:00.000000';'BEVERAGES,KELLOGG\'S,SPL K PROT SHAKE';'14';'motivated';'221';'3';'64';'2';'9'
'37238';'2';'snack';'2017-05-10 00:00:00.000000';'SNACKS,POPCORN,MICROWAVE,REG (BUTTER) FLAVOR, W/PARHYD OIL';'14';'sleepy';'221';'8';'557';'34';'55'
'37239';'3';'breakfast';'2017-05-11 00:00:00.000000';'KASHI,ORIGINAL WAFFLE';'14';'motivated';'212';'6';'197';'7';'35'
'37240';'2';'dinner';'2017-05-11 00:00:00.000000';'BEEF,TENDERLOIN,STEAK,LN & FAT,1/8 FAT,SEL,CKD,BRLD';'14';'agitated';'212';'26';'262';'17';'0'
'37241';'1';'breakfast_drink';'2017-05-11 00:00:00.000000';'BEVERAGES,CAROB-FLAVOR BEV MIX,PDR,PREP W/ WHL MILK';'14';'sleepy';'212';'3';'75';'3';'9'
'37242';'2';'lunch';'2017-05-11 00:00:00.000000';'MCDONALD\'S,BIG MAC (WITHOUT BIG MAC SAUCE)';'14';'grumpy';'212';'13';'234';'12';'21'
'37243';'2';'lunch_drink';'2017-05-11 00:00:00.000000';'BEVERAGES,CARB,GRAPE SODA';'14';'sleepy';'212';'0';'43';'0';'11'
'37244';'2';'dinner_drink';'2017-05-11 00:00:00.000000';'BEVERAGES,PROT PDR SOY BSD';'14';'sleepy';'212';'56';'388';'6';'29'
'37245';'2';'snack';'2017-05-11 00:00:00.000000';'SNACKS,POPCORN,MICROWAVE,REG (BUTTER) FLAVOR, W/PARHYD OIL';'14';'sleepy';'212';'8';'557';'34';'55'
'37246';'1';'breakfast';'2017-05-12 00:00:00.000000';'KELLOGG\'S,EGGO,WAFFLES,CINN TOAST';'14';'ambivalent';'215';'6';'325';'12';'50'
'37247';'3';'dinner';'2017-05-12 00:00:00.000000';'BEEF,SHRT LOIN,T-BONE STEAK,BONE-IN,LN,1/8 FAT,CHOIC,RAW';'14';'amorous';'215';'22';'160';'7';'0'
'37248';'1';'breakfast_drink';'2017-05-12 00:00:00.000000';'BEVERAGES,CHOC MALT PDR,PREP W/ 1% MILK,FORT';'14';'grumpy';'215';'3';'57';'1';'9'
'37249';'3';'lunch';'2017-05-12 00:00:00.000000';'MCDONALD\'S,PREMIUM CRISPY CHICK CLASSIC SNDWCH';'14';'grumpy';'215';'12';'228';'9';'25'
'37250';'3';'lunch_drink';'2017-05-12 00:00:00.000000';'BEVERAGES,CARB,RED SUGAR,COLA,CONTAINS CAFFEINE & SWEETENERS';'14';'motivated';'215';'0';'20';'0';'5'
'37251';'1';'dinner_drink';'2017-05-12 00:00:00.000000';'BEVERAGES,PROT PDR WHEY BSD';'14';'agitated';'215';'78';'352';'2';'6'
'37252';'3';'snack';'2017-05-12 00:00:00.000000';'SNACKS,POPCORN,AIR-POPPED (UNSALTED)';'14';'grumpy';'215';'12';'382';'4';'78'
'37253';'1';'breakfast';'2017-05-13 00:00:00.000000';'PANCAKES,PLN,LOFAT,DRY MIX,INCOMPLETE (INCLUDES BUTTERMILK)';'14';'sleepy';'208';'7';'384';'6';'75'
'37254';'3';'dinner';'2017-05-13 00:00:00.000000';'BEEF,CHK,UND BL POT RST/STEAK,BNL,LN & FAT,0 FAT, SEL, RAW';'14';'ambivalent';'208';'19';'187';'12';'0'
'37255';'1';'breakfast_drink';'2017-05-13 00:00:00.000000';'BEVERAGES,CHOC DRK,MILK & SOY BSD,READY TO DRK,FORT';'14';'motivated';'208';'4';'101';'2';'17'
'37256';'1';'lunch';'2017-05-13 00:00:00.000000';'MCDONALD\'S,BIG MAC';'14';'motivated';'208';'12';'257';'15';'20'
'37257';'2';'lunch_drink';'2017-05-13 00:00:00.000000';'BEVERAGES,CARB,ROOT BEER';'14';'motivated';'208';'0';'41';'0';'11'
'37258';'3';'dinner_drink';'2017-05-13 00:00:00.000000';'BEVERAGES,KELLOGG\'S SPL K20 PROT PDR';'14';'motivated';'208';'35';'380';'1';'58'
'37259';'2';'snack';'2017-05-13 00:00:00.000000';'SNACKS,POPCORN,MICROWAVE,REG (BUTTER) FLAVOR, W/PARHYD OIL';'14';'amorous';'208';'8';'557';'34';'55'
'37260';'1';'breakfast';'2017-05-14 00:00:00.000000';'WAFFLE,BTTRMLK,FRZ,RTH,MICROWAVED';'14';'sleepy';'205';'7';'289';'9';'44'
'37261';'2';'dinner';'2017-05-14 00:00:00.000000';'BEEF,CHK,UND BL POT RST/STEAK,BNL,LN & FAT,0 FAT, SEL, RAW';'14';'amorous';'205';'19';'187';'12';'0'
'37262';'3';'breakfast_drink';'2017-05-14 00:00:00.000000';'BEVERAGES,COFFEE SUB,CRL GRAIN BEV,PDR,PREP W/ WHL MILK';'14';'amorous';'205';'3';'65';'3';'6'
'37263';'2';'lunch';'2017-05-14 00:00:00.000000';'MCDONALD\'S,MCCHICKEN SNDWCH (WITHOUT MAYONNAISE)';'14';'agitated';'205';'11';'240';'8';'31'
'37264';'2';'lunch_drink';'2017-05-14 00:00:00.000000';'BEVERAGES,CARB,ROOT BEER';'14';'ambivalent';'205';'0';'41';'0';'11'
'37265';'2';'dinner_drink';'2017-05-14 00:00:00.000000';'BEVERAGES,ABBOTT,EAS SOY PROT PDR';'14';'amorous';'205';'48';'405';'4';'44'
'37266';'3';'snack';'2017-05-14 00:00:00.000000';'SNACKS,POPCORN,HOME-PREPARED,OIL-POPPED,UNSALTED';'14';'grumpy';'205';'9';'500';'28';'58'
'37267';'1';'breakfast';'2017-05-15 00:00:00.000000';'WAFFLE,BTTRMLK,FRZ,RTH,MICROWAVED';'14';'sleepy';'195';'7';'289';'9';'44'
'37268';'2';'dinner';'2017-05-15 00:00:00.000000';'BEEF,CHUCK,MOCK TENDER STEAK,BNLESS,LN,0 FAT,ALL GRDS,RAW';'14';'amorous';'195';'21';'123';'4';'0'
'37269';'2';'breakfast_drink';'2017-05-15 00:00:00.000000';'BEVERAGES,EGGNOG-FLAVOR MIX,PDR,PREP W/ WHL MILK';'14';'sleepy';'195';'3';'95';'3';'14'
'37270';'3';'lunch';'2017-05-15 00:00:00.000000';'MCDONALD\'S,PREMIUM CRISPY CHICK RANCH BLT SNDWCH';'14';'grumpy';'195';'15';'244';'10';'25'
'37271';'2';'lunch_drink';'2017-05-15 00:00:00.000000';'BEVERAGES,CARB,ORANGE';'14';'agitated';'195';'0';'48';'0';'12'
'37272';'3';'dinner_drink';'2017-05-15 00:00:00.000000';'BEVERAGES,ABBOTT,EAS WHEY PROT PDR';'14';'amorous';'195';'67';'385';'5';'18'
'37273';'1';'snack';'2017-05-15 00:00:00.000000';'CANDIES,REESE\'S PIECES CANDY';'14';'amorous';'195';'12';'497';'25';'60'
'37274';'2';'breakfast';'2017-05-16 00:00:00.000000';'WAFFLE,BTTRMLK,FRZ,RTH,MICROWAVED';'14';'grumpy';'192';'7';'289';'9';'44'
'37275';'2';'dinner';'2017-05-16 00:00:00.000000';'BEEF,SHRT LOIN,PRTRHS STEAK,LN&FAT,1/8FAT,SEL,RAW';'14';'agitated';'192';'21';'208';'13';'0'
'37276';'3';'breakfast_drink';'2017-05-16 00:00:00.000000';'BEVERAGES,COFFEE SUB,CRL GRAIN BEV,PDR,PREP W/ WHL MILK';'14';'grumpy';'192';'3';'65';'3';'6'
'37277';'2';'lunch';'2017-05-16 00:00:00.000000';'MCDONALD\'S,MCCHICKEN SNDWCH';'14';'motivated';'192';'10';'273';'13';'28'
'37278';'1';'lunch_drink';'2017-05-16 00:00:00.000000';'BEVERAGES,CARB,PEPPER-TYPE,CONTAINS CAFFEINE';'14';'agitated';'192';'0';'41';'0';'10'
'37279';'2';'dinner_drink';'2017-05-16 00:00:00.000000';'BEVERAGES,KELLOGG\'S,SPL K PROT SHAKE';'14';'ambivalent';'192';'3';'64';'2';'9'
'37280';'2';'snack';'2017-05-16 00:00:00.000000';'SNACKS,POPCORN,AIR-POPPED (UNSALTED)';'14';'agitated';'192';'12';'382';'4';'78'
'37281';'2';'breakfast';'2017-05-17 00:00:00.000000';'WAFFLE,PLN,FRZ,RTH,MICROWAVE';'14';'sleepy';'187';'7';'298';'10';'45'
'37282';'2';'dinner';'2017-05-17 00:00:00.000000';'BEEF,SHRT LOIN,T-BONE STEAK,BONE-IN,LN,1/8 FAT,CHOIC,RAW';'14';'amorous';'187';'22';'160';'7';'0'
'37283';'2';'breakfast_drink';'2017-05-17 00:00:00.000000';'BEVERAGES,COFFEE,READY TO DRK,VANILLA,LT,MILK BSD,SWTND';'14';'amorous';'187';'2';'36';'1';'4'
'37284';'2';'lunch';'2017-05-17 00:00:00.000000';'MCDONALD\'S,PREMIUM GRILLED CHICK CLUB SNDWCH';'14';'ambivalent';'187';'17';'221';'8';'20'
'37285';'2';'lunch_drink';'2017-05-17 00:00:00.000000';'BEVERAGES,CARB,ORANGE';'14';'agitated';'187';'0';'48';'0';'12'
'37286';'2';'dinner_drink';'2017-05-17 00:00:00.000000';'BEVERAGES,SLIMFAST,MEAL REPLCMNT,HI PROT SHAKE,RTD,3-2-1';'14';'agitated';'187';'7';'58';'3';'1'
'37287';'1';'snack';'2017-05-17 00:00:00.000000';'CANDIES,REESE\'S PIECES CANDY';'14';'grumpy';'187';'12';'497';'25';'60'
'37288';'2';'breakfast';'2017-05-18 00:00:00.000000';'KELLOGG\'S,EGGO,WAFFLES,CHOC CHIP';'14';'motivated';'177';'6';'291';'10';'45'
'37289';'2';'dinner';'2017-05-18 00:00:00.000000';'BEEF,SHRT LOIN,T-BONE STEAK,BONE-IN,LN,1/8 FAT,CHOIC,RAW';'14';'grumpy';'177';'22';'160';'7';'0'
'37290';'3';'breakfast_drink';'2017-05-18 00:00:00.000000';'BEVERAGES,ALMOND MILK,SWTND,VANILLA FLAVOR,RTD';'14';'sleepy';'177';'0';'38';'1';'7'
'37291';'1';'lunch';'2017-05-18 00:00:00.000000';'MCDONALD\'S,PREMIUM CRISPY CHICK CLUB SNDWCH';'14';'grumpy';'177';'15';'250';'12';'23'
'37292';'2';'lunch_drink';'2017-05-18 00:00:00.000000';'BEVERAGES,CARB,LO CAL,OTHER THAN COLA OR PEPPER,WO/ CAFFEINE';'14';'amorous';'177';'0';'0';'0';'0'
'37293';'2';'dinner_drink';'2017-05-18 00:00:00.000000';'BEVERAGES,PROT PDR SOY BSD';'14';'ambivalent';'177';'56';'388';'6';'29'
'37294';'1';'snack';'2017-05-18 00:00:00.000000';'SNACKS,POPCORN,OIL-POPPED,MICROWAVE,REG FLAVOR,NO TRANS FAT';'14';'grumpy';'177';'7';'583';'44';'45'
'37295';'2';'breakfast';'2017-05-19 00:00:00.000000';'WAFFLE,PLN,FRZ,RTH,MICROWAVE';'14';'grumpy';'173';'7';'298';'10';'45'
'37296';'2';'dinner';'2017-05-19 00:00:00.000000';'BEEF,TENDERLOIN,STEAK,LN & FAT,1/8 FAT,SEL,CKD,BRLD';'14';'amorous';'173';'26';'262';'17';'0'
'37297';'1';'breakfast_drink';'2017-05-19 00:00:00.000000';'BEVERAGES,COFFEE SUB,CRL GRAIN BEV,PDR,PREP W/ WHL MILK';'14';'agitated';'173';'3';'65';'3';'6'
'37298';'2';'lunch';'2017-05-19 00:00:00.000000';'MCDONALD\'S,PREMIUM CRISPY CHICK RANCH BLT SNDWCH';'14';'grumpy';'173';'15';'244';'10';'25'
'37299';'3';'lunch_drink';'2017-05-19 00:00:00.000000';'BEVERAGES,CARB,PEPPER-TYPE,CONTAINS CAFFEINE';'14';'sleepy';'173';'0';'41';'0';'10'
'37300';'1';'dinner_drink';'2017-05-19 00:00:00.000000';'BEVERAGES,SLIMFAST,MEAL REPLCMNT,HI PROT SHAKE,RTD,3-2-1';'14';'amorous';'173';'7';'58';'3';'1'
'37301';'1';'snack';'2017-05-19 00:00:00.000000';'CANDIES,REESE\'S NUTRAGEOUS CANDY BAR';'14';'agitated';'173';'11';'517';'32';'53'
'37302';'1';'breakfast';'2017-05-20 00:00:00.000000';'WAFFLE,PLN,FRZ,RTH,MICROWAVE';'14';'motivated';'166';'7';'298';'10';'45'
'37303';'1';'dinner';'2017-05-20 00:00:00.000000';'BEEF,LOIN,TENDERLOIN STEAK,BNLESS,LN,0 FAT,ALL GRDS,RAW';'14';'motivated';'166';'22';'139';'6';'0'
'37304';'1';'breakfast_drink';'2017-05-20 00:00:00.000000';'BEVERAGES,CYTOSPORT,MUSCLE MILK,RTD';'14';'motivated';'166';'6';'49';'2';'2'
'37305';'1';'lunch';'2017-05-20 00:00:00.000000';'MCDONALD\'S,BIG MAC';'14';'grumpy';'166';'12';'257';'15';'20'
'37306';'2';'lunch_drink';'2017-05-20 00:00:00.000000';'BEVERAGES,CARB,ROOT BEER';'14';'agitated';'166';'0';'41';'0';'11'
'37307';'3';'dinner_drink';'2017-05-20 00:00:00.000000';'BEVERAGES,EGGNOG-FLAVOR MIX,PDR,PREP W/ WHL MILK';'14';'motivated';'166';'3';'95';'3';'14'
'37308';'2';'snack';'2017-05-20 00:00:00.000000';'CEREALS RTE,GENERAL MILLS,REESE\'S PUFFS';'14';'sleepy';'166';'7';'413';'11';'76'
'37309';'1';'breakfast';'2017-05-21 00:00:00.000000';'KASHI,ORIGINAL WAFFLE';'14';'sleepy';'171';'6';'197';'7';'35'
'37310';'2';'dinner';'2017-05-21 00:00:00.000000';'BEEF,TENDERLOIN,STEAK,LN & FAT,1/8 FAT,SEL,CKD,BRLD';'14';'agitated';'171';'26';'262';'17';'0'
'37311';'3';'breakfast_drink';'2017-05-21 00:00:00.000000';'BEVERAGES,ALMOND MILK,SWTND,VANILLA FLAVOR,RTD';'14';'sleepy';'171';'0';'38';'1';'7'
'37312';'3';'lunch';'2017-05-21 00:00:00.000000';'MCDONALD\'S,PREMIUM GRILLED CHICK CLUB SNDWCH';'14';'motivated';'171';'17';'221';'8';'20'
'37313';'2';'lunch_drink';'2017-05-21 00:00:00.000000';'BEVERAGES,CARB,PEPPER-TYPE,CONTAINS CAFFEINE';'14';'ambivalent';'171';'0';'41';'0';'10'
'37314';'2';'dinner_drink';'2017-05-21 00:00:00.000000';'BEVERAGES,SLIMFAST,MEAL REPLCMNT,HI PROT SHAKE,RTD,3-2-1';'14';'amorous';'171';'7';'58';'3';'1'
'37315';'2';'snack';'2017-05-21 00:00:00.000000';'CANDIES,REESE\'S PIECES CANDY';'14';'sleepy';'171';'12';'497';'25';'60'
'37316';'2';'breakfast';'2017-05-22 00:00:00.000000';'KELLOGG\'S,EGGO,WAFFLES,CHOC CHIP';'14';'motivated';'178';'6';'291';'10';'45'
'37317';'3';'dinner';'2017-05-22 00:00:00.000000';'BEEF,RND,TOP RND STEAK,BNLESS,LN,0 FAT,ALL GRDS,RAW';'14';'grumpy';'178';'24';'121';'3';'0'
'37318';'2';'breakfast_drink';'2017-05-22 00:00:00.000000';'BEVERAGES,ALMOND MILK,UNSWTND,SHELF STABLE';'14';'agitated';'178';'1';'15';'1';'1'
'37319';'2';'lunch';'2017-05-22 00:00:00.000000';'MCDONALD\'S,MCCHICKEN SNDWCH';'14';'motivated';'178';'10';'273';'13';'28'
'37320';'2';'lunch_drink';'2017-05-22 00:00:00.000000';'BEVERAGES,CARB,ORANGE';'14';'ambivalent';'178';'0';'48';'0';'12'
'37321';'3';'dinner_drink';'2017-05-22 00:00:00.000000';'BEVERAGES,PROT PDR SOY BSD';'14';'motivated';'178';'56';'388';'6';'29'
'37322';'2';'snack';'2017-05-22 00:00:00.000000';'SNACKS,POPCORN,OIL-POPPED,MICROWAVE,REG FLAVOR,NO TRANS FAT';'14';'sleepy';'178';'7';'583';'44';'45'
'37323';'2';'breakfast';'2017-05-23 00:00:00.000000';'KASHI,ORIGINAL WAFFLE';'14';'sleepy';'186';'6';'197';'7';'35'
'37324';'2';'dinner';'2017-05-23 00:00:00.000000';'BEEF,SHRT LOIN,T-BONE STEAK,BONE-IN,LN,1/8 FAT,CHOIC,RAW';'14';'motivated';'186';'22';'160';'7';'0'
'37325';'1';'breakfast_drink';'2017-05-23 00:00:00.000000';'BEVERAGES,STRAWBERRY-FLAVOR BEV MIX,PDR,PREP W/ WHL MILK';'14';'sleepy';'186';'3';'88';'3';'12'
'37326';'2';'lunch';'2017-05-23 00:00:00.000000';'MCDONALD\'S,BIG MAC';'14';'grumpy';'186';'12';'257';'15';'20'
'37327';'2';'lunch_drink';'2017-05-23 00:00:00.000000';'BEVERAGES,CARB,LEMON-LIME SODA,NO CAFFEINE';'14';'sleepy';'186';'0';'41';'0';'10'
'37328';'3';'dinner_drink';'2017-05-23 00:00:00.000000';'BEVERAGES,KELLOGG\'S SPL K20 PROT PDR';'14';'ambivalent';'186';'35';'380';'1';'58'
'37329';'2';'snack';'2017-05-23 00:00:00.000000';'SNACKS,POPCORN,HOME-PREPARED,OIL-POPPED,UNSALTED';'14';'sleepy';'186';'9';'500';'28';'58'
'37330';'1';'breakfast';'2017-05-24 00:00:00.000000';'KELLOGG\'S,EGGO,WAFFLES,STRAWBERRY';'14';'agitated';'190';'6';'265';'9';'42'
'37331';'1';'dinner';'2017-05-24 00:00:00.000000';'BEEF,TENDERLOIN,STEAK,LN & FAT,1/8 FAT,SEL,CKD,BRLD';'14';'amorous';'190';'26';'262';'17';'0'
'37332';'2';'breakfast_drink';'2017-05-24 00:00:00.000000';'BEVERAGES,COFFEE SUB,CRL GRAIN BEV,PDR,PREP W/ WHL MILK';'14';'agitated';'190';'3';'65';'3';'6'
'37333';'2';'lunch';'2017-05-24 00:00:00.000000';'MCDONALD\'S,PREMIUM CRISPY CHICK CLUB SNDWCH';'14';'agitated';'190';'15';'250';'12';'23'
'37334';'2';'lunch_drink';'2017-05-24 00:00:00.000000';'BEVERAGES,CARB,PEPPER-TYPE,CONTAINS CAFFEINE';'14';'grumpy';'190';'0';'41';'0';'10'
'37335';'3';'dinner_drink';'2017-05-24 00:00:00.000000';'BEVERAGES,PROT PDR SOY BSD';'14';'ambivalent';'190';'56';'388';'6';'29'
'37336';'2';'snack';'2017-05-24 00:00:00.000000';'CANDIES,REESE\'S PIECES CANDY';'14';'grumpy';'190';'12';'497';'25';'60'
'37337';'2';'breakfast';'2017-05-25 00:00:00.000000';'KASHI,ORIGINAL WAFFLE';'14';'agitated';'183';'6';'197';'7';'35'
'37338';'2';'dinner';'2017-05-25 00:00:00.000000';'BEEF,SHRT LOIN,T-BONE STEAK,BONE-IN,LN,1/8 FAT,CHOIC,RAW';'14';'agitated';'183';'22';'160';'7';'0'
'37339';'2';'breakfast_drink';'2017-05-25 00:00:00.000000';'BEVERAGES,STRAWBERRY-FLAVOR BEV MIX,PDR,PREP W/ WHL MILK';'14';'motivated';'183';'3';'88';'3';'12'
'37340';'2';'lunch';'2017-05-25 00:00:00.000000';'MCDONALD\'S,MCCHICKEN SNDWCH (WITHOUT MAYONNAISE)';'14';'grumpy';'183';'11';'240';'8';'31'
'37341';'2';'lunch_drink';'2017-05-25 00:00:00.000000';'BEVERAGES,CARB,COLA,FAST-FOOD COLA';'14';'amorous';'183';'0';'37';'0';'10'
'37342';'2';'dinner_drink';'2017-05-25 00:00:00.000000';'BEVERAGES,PROT PDR SOY BSD';'14';'amorous';'183';'56';'388';'6';'29'
'37343';'3';'snack';'2017-05-25 00:00:00.000000';'SNACKS,POPCORN,MICROWAVE,REG (BUTTER) FLAVOR, W/PARHYD OIL';'14';'amorous';'183';'8';'557';'34';'55'
'37344';'3';'breakfast';'2017-05-26 00:00:00.000000';'PANCAKES,PLN,LOFAT,DRY MIX,INCOMPLETE (INCLUDES BUTTERMILK)';'14';'motivated';'176';'7';'384';'6';'75'
'37345';'3';'dinner';'2017-05-26 00:00:00.000000';'BEEF,LOIN,TENDERLOIN STEAK,BNLESS,LN,0 FAT,ALL GRDS,RAW';'14';'agitated';'176';'22';'139';'6';'0'
'37346';'2';'breakfast_drink';'2017-05-26 00:00:00.000000';'BEVERAGES,COFFEE SUB,CRL GRAIN BEV,PDR,PREP W/ WHL MILK';'14';'sleepy';'176';'3';'65';'3';'6'
'37347';'2';'lunch';'2017-05-26 00:00:00.000000';'MCDONALD\'S,BIG MAC (WITHOUT BIG MAC SAUCE)';'14';'agitated';'176';'13';'234';'12';'21'
'37348';'2';'lunch_drink';'2017-05-26 00:00:00.000000';'BEVERAGES,CARB,LO CAL,OTHER THAN COLA OR PEPPER,WO/ CAFFEINE';'14';'motivated';'176';'0';'0';'0';'0'
'37349';'1';'dinner_drink';'2017-05-26 00:00:00.000000';'BEVERAGES,EGGNOG-FLAVOR MIX,PDR,PREP W/ WHL MILK';'14';'agitated';'176';'3';'95';'3';'14'
'37350';'1';'snack';'2017-05-26 00:00:00.000000';'SNACKS,POPCORN,AIR-POPPED (UNSALTED)';'14';'motivated';'176';'12';'382';'4';'78'
'37351';'2';'breakfast';'2017-05-27 00:00:00.000000';'WAFFLE,PLN,FRZ,RTH,MICROWAVE';'14';'sleepy';'181';'7';'298';'10';'45'
'37352';'3';'dinner';'2017-05-27 00:00:00.000000';'BEEF,SHRT LOIN,T-BONE STEAK,BONE-IN,LN,1/8 FAT,CHOIC,RAW';'14';'motivated';'181';'22';'160';'7';'0'
'37353';'3';'breakfast_drink';'2017-05-27 00:00:00.000000';'BEVERAGES,CYTOSPORT,MUSCLE MILK,RTD';'14';'ambivalent';'181';'6';'49';'2';'2'
'37354';'2';'lunch';'2017-05-27 00:00:00.000000';'MCDONALD\'S,BIG MAC';'14';'ambivalent';'181';'12';'257';'15';'20'
'37355';'2';'lunch_drink';'2017-05-27 00:00:00.000000';'BEVERAGES,CARB,GRAPE SODA';'14';'grumpy';'181';'0';'43';'0';'11'
'37356';'2';'dinner_drink';'2017-05-27 00:00:00.000000';'BEVERAGES,EGGNOG-FLAVOR MIX,PDR,PREP W/ WHL MILK';'14';'motivated';'181';'3';'95';'3';'14'
'37357';'1';'snack';'2017-05-27 00:00:00.000000';'CANDIES,HERSHEY,REESESTICKS CRISPY WAFERS,PNUT BUT,MILK CHOC';'14';'motivated';'181';'10';'521';'31';'55'
'37358';'2';'breakfast';'2017-05-28 00:00:00.000000';'KELLOGG\'S,EGGO,WAFFLES,CINN TOAST';'14';'amorous';'184';'6';'325';'12';'50'
'37359';'2';'dinner';'2017-05-28 00:00:00.000000';'BEEF,RIB EYE STEAK/ROAST,BONE-IN,LIP-ON,LN,1/8 FAT,SEL,RAW';'14';'amorous';'184';'22';'155';'8';'0'
'37360';'2';'breakfast_drink';'2017-05-28 00:00:00.000000';'BEVERAGES,CYTOSPORT,MUSCLE MILK,RTD';'14';'agitated';'184';'6';'49';'2';'2'
'37361';'3';'lunch';'2017-05-28 00:00:00.000000';'MCDONALD\'S,BIG MAC (WITHOUT BIG MAC SAUCE)';'14';'sleepy';'184';'13';'234';'12';'21'
'37362';'1';'lunch_drink';'2017-05-28 00:00:00.000000';'BEVERAGES,CARB,GINGER ALE';'14';'amorous';'184';'0';'34';'0';'9'
'37363';'2';'dinner_drink';'2017-05-28 00:00:00.000000';'BEVERAGES,KELLOGG\'S SPL K20 PROT PDR';'14';'agitated';'184';'35';'380';'1';'58'
'37364';'1';'snack';'2017-05-28 00:00:00.000000';'CANDIES,REESE\'S NUTRAGEOUS CANDY BAR';'14';'sleepy';'184';'11';'517';'32';'53'
'37365';'1';'breakfast';'2017-05-29 00:00:00.000000';'KELLOGG\'S,EGGO,WAFFLES,HOMESTYLE';'14';'ambivalent';'191';'7';'278';'11';'40'
'37366';'2';'dinner';'2017-05-29 00:00:00.000000';'BEEF,SHRT LOIN,PRTRHS STEAK,LN&FAT,1/8FAT,SEL,RAW';'14';'ambivalent';'191';'21';'208';'13';'0'
'37367';'2';'breakfast_drink';'2017-05-29 00:00:00.000000';'BEVERAGES,ALMOND MILK,SWTND,VANILLA FLAVOR,RTD';'14';'amorous';'191';'0';'38';'1';'7'
'37368';'2';'lunch';'2017-05-29 00:00:00.000000';'MCDONALD\'S,PREMIUM GRILLED CHICK CLUB SNDWCH';'14';'grumpy';'191';'17';'221';'8';'20'
'37369';'2';'lunch_drink';'2017-05-29 00:00:00.000000';'BEVERAGES,CARB,LIMEADE,HI CAFFEINE';'14';'agitated';'191';'0';'18';'0';'4'
'37370';'1';'dinner_drink';'2017-05-29 00:00:00.000000';'BEVERAGES,PROT PDR WHEY BSD';'14';'amorous';'191';'78';'352';'2';'6'
'37371';'3';'snack';'2017-05-29 00:00:00.000000';'CEREALS RTE,GENERAL MILLS,REESE\'S PUFFS';'14';'grumpy';'191';'7';'413';'11';'76'
'37372';'3';'breakfast';'2017-05-30 00:00:00.000000';'KELLOGG\'S,EGGO,WAFFLES,HOMESTYLE';'14';'grumpy';'196';'7';'278';'11';'40'
'37373';'2';'dinner';'2017-05-30 00:00:00.000000';'BEEF,LOIN,TENDERLOIN STEAK,BNLESS,LN,0 FAT,ALL GRDS,RAW';'14';'motivated';'196';'22';'139';'6';'0'
'37374';'2';'breakfast_drink';'2017-05-30 00:00:00.000000';'BEVERAGES,COFFEE,READY TO DRK,VANILLA,LT,MILK BSD,SWTND';'14';'amorous';'196';'2';'36';'1';'4'
'37375';'3';'lunch';'2017-05-30 00:00:00.000000';'MCDONALD\'S,MCCHICKEN SNDWCH';'14';'motivated';'196';'10';'273';'13';'28'
'37376';'2';'lunch_drink';'2017-05-30 00:00:00.000000';'BEVERAGES,CARB,LEMON-LIME SODA,NO CAFFEINE';'14';'agitated';'196';'0';'41';'0';'10'
'37377';'3';'dinner_drink';'2017-05-30 00:00:00.000000';'BEVERAGES,SLIMFAST,MEAL REPLCMNT,HI PROT SHAKE,RTD,3-2-1';'14';'sleepy';'196';'7';'58';'3';'1'
'37378';'2';'snack';'2017-05-30 00:00:00.000000';'CANDIES,REESE\'S PIECES CANDY';'14';'grumpy';'196';'12';'497';'25';'60'
'37379';'2';'breakfast';'2017-05-31 00:00:00.000000';'KELLOGG\'S,EGGO,WAFFLES,CINN TOAST';'14';'ambivalent';'206';'6';'325';'12';'50'
'37380';'2';'dinner';'2017-05-31 00:00:00.000000';'BEEF,CHK,UND BL POT RST/STEAK,BNL,LN & FAT,0 FAT, SEL, RAW';'14';'grumpy';'206';'19';'187';'12';'0'
'37381';'2';'breakfast_drink';'2017-05-31 00:00:00.000000';'BEVERAGES,CHOC MALT PDR,PREP W/ 1% MILK,FORT';'14';'agitated';'206';'3';'57';'1';'9'
'37382';'3';'lunch';'2017-05-31 00:00:00.000000';'MCDONALD\'S,PREMIUM GRILLED CHICK CLUB SNDWCH';'14';'sleepy';'206';'17';'221';'8';'20'
'37383';'1';'lunch_drink';'2017-05-31 00:00:00.000000';'BEVERAGES,CARB,LIMEADE,HI CAFFEINE';'14';'ambivalent';'206';'0';'18';'0';'4'
'37384';'2';'dinner_drink';'2017-05-31 00:00:00.000000';'BEVERAGES,KELLOGG\'S SPL K20 PROT PDR';'14';'amorous';'206';'35';'380';'1';'58'
'37385';'2';'snack';'2017-05-31 00:00:00.000000';'CANDIES,REESE\'S NUTRAGEOUS CANDY BAR';'14';'agitated';'206';'11';'517';'32';'53'
'37386';'3';'breakfast';'2017-06-01 00:00:00.000000';'WAFFLE,PLN,FRZ,RTH,MICROWAVE';'14';'agitated';'202';'7';'298';'10';'45'
